id,name,csp,cso,logo,service_offering,status,authorization,reuse,ready_status,ready_date,ip_jab_status,ip_jab_date,ip_agency_status,ip_agency_date,ip_pmo_status,ip_pmo_date,auth_date,auth_type,fedramp_ready,partnering_agency,fedramp_auth,annual_assessment,independent_assessor,service_model,deployment_model,impact_level,impact_level_number,leveraged_systems,agency_authorizations,agency_reuse,service_desc,sales_email,security_email,website,uei,small_business,business_function,service_last_90,all_others,filter_classes
AGENCYMAX,OMB,OMB,MAX.gov Shared Services,https://www.fedramp.gov/assets/img/logos/CSP_logos/MAX%20Logo.png,MAX.gov Shared Services,FedRAMP Authorized,5,4,Not Active,No FRR Date,Not Active,Not Active,Not Active,2013-12-03T20:00:00.000Z,Not Active,Not In Process,2014-06-09T20:00:00.000Z,Agency,No FRR Date,Office of Management and Budget,2014-06-09T20:00:00.000Z,06/09,"Sera Brynn, LLC",['SaaS'],Government Community Cloud,Moderate,3,[],"['Customs and Border Protection', 'National Institute of Standards and Technology', 'Office of Management and Budget', 'United States Office of Government Ethics', 'United States Trade and Development Agency']",[''],"MAX.gov Shared Services (https://MAX.gov) is a government-wide advanced collaboration, information sharing, data collection, publishing, and analytical capability for federal agencies and partners. MAX services include:
- MAX Community - Collaboration, Content Management, and Knowledge
- MAX Calendar - Scheduling, Calendar Sharing, and Meeting Coordination
- MAX Shared Desktop - Online meetings with a Secure Virtual Desktop
- MAX Collect - Basic and Advanced Data Collection, Publishing, and Workflows
- MAX Survey - Basic and Advanced Data Collection
- MAX Analytics - Business Intelligence with Data Cubes
- MAX Authentication - Single Sign-On (SSO) and 2-Factor Authentication as a Service with HSPD-12 (CAC/PIV) integration 

MAX is built upon an integrated database that maintains the wide range of data necessary to meet multiple production and policy support demands. MAX is managed by the Budget Systems Branch (BSB), Budget Review Division (BRD), of the Office of Management and Budget (OMB), in conjunction with the Budget Formulation and Execution Line of Business (BFELoB) Program Management Office (PMO) at the Department of Education (ED).",,MAXSupport@max.gov,https://portal.max.gov/portal/home,,No,[''],[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-No filter-assessor-Sera-Brynn-LLC filter-service-model-SaaS filter-business-function-
FR1828848692,OneSpan Inc.,OneSpan Inc.,"OneSpan Sign, E-Signature and Digital Signature Service",https://www.fedramp.gov/assets/img/logos/CSP_logos/OneSpan%20Logo3.png,"OneSpan Sign, E-Signature and Digital Signature Service",FedRAMP Authorized,4,3,Not Active,No FRR Date,Not Active,Not Active,Not Active,2018-07-23T20:00:00.000Z,Not Active,2018-10-16T20:00:00.000Z,2019-05-03T20:00:00.000Z,Agency,No FRR Date,Not In Process,2019-05-03T20:00:00.000Z,06/11,"Lunarline, Inc.",['SaaS'],Hybrid Cloud,Moderate,3,[],"['Department of Agriculture', 'Federal Reserve System', 'Federal Student Aid', 'United States Census Bureau']",[''],"OneSpan Sign has been helping government organizations move to paperless signing since 1997, making it the longest standing electronic signature solution in the U.S. Federal Government. As the first e-signature and digital transaction management solution granted ATO under FedRAMP, OneSpan Sign helps digitize and automate manual, paper-based processes in support of the government's digital transformation efforts. OneSpan Sign features include templates, workflow automation, mobile and offline signing, transaction management and comprehensive audit trails. OneSpan Sign also meets the government's stringent authentication requirements with out-of-the-box support for signing with government-issued Common Access Cards (CAC), PIV smart cards and derived credentials. Our proven FedRAMP authorized solution in used by the U.S. Census Bureau, U.S. Small Business Administration (SBA), USDA Natural Resources Conservation Service (NRCS), GSA and many others. The FedRAMP Program Management Office (PMO) itself also uses our platform to sign off on internal authorizations. OneSpan partners with Cloud Services Provider, Project Hosts, to deliver its e-signature solution in a FedRAMP compliant cloud hosted on Microsoft's world-class Azure cloud infrastructure. More information about OneSpan Sign can be found here: https://www.esignlive.com/fedramp/",fedramp@onespan.com,security@onespan.com,https://www.onespan.com/fedramp,,No,"['Accounting', 'Collaboration', 'Content Management System (CMS)', 'Customer Relations Management (CRM)', 'Cybersecurity & Risk Management', 'Human Resources', 'Legal & Policy', 'Marketing & Sales', 'Operations Management', 'Storage']",[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Hybrid-Cloud filter-small-business-No filter-assessor-Lunarline-Inc- filter-service-model-SaaS filter-business-function-Accounting filter-business-function-Collaboration filter-business-function-Content-Management-System-CMS- filter-business-function-Customer-Relations-Management-CRM- filter-business-function-Cybersecurity-Risk-Management filter-business-function-Human-Resources filter-business-function-Legal-Policy filter-business-function-Marketing-Sales filter-business-function-Operations-Management filter-business-function-Storage
FR1721059275A,OneStream Software,OneStream Software,OneStream Cloud - High,https://www.fedramp.gov/assets/img/logos/CSP_logos/OneStream%20Logo.png,OneStream Cloud - High,FedRAMP In Process,0,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2022-07-07T20:00:00.000Z,2022-11-30T20:00:00.000Z,2022-11-30T20:00:00.000Z,Not Active,Agency,No FRR Date,,Not Active,,"First Information Technology Services, Inc.",['SaaS'],Government Community Cloud,High,4,[],[''],[''],"OneStream XF Cloud is a market-leading corporate performance management (CPM) that unifies and simplifies financial consolidation, planning, reporting, analytics and financial data quality for sophisticated organizations.

OneStream's unified platform enables organizations to modernize Finance, replace multiple legacy applications, and reduce the total cost of ownership of financial systems. OneStream unleashes Finance teams to spend less time on data integration and system maintenance - and more time focusing on driving business performance.

Powered by Microsoft Azure, OneStream XF Cloud provides a secure platform for your most sacred financial data. OneStream's robust cloud service is FedRAMP Moderate Authorized and complies with the most stringent industry regulations. Our flexible security model provides complete control over any intersection of data or user access, with unparalleled audit capabilities.",,compliance@onestreamsoftware.com,https://www.onestream.com/,,No,[''],[''],[''], filter-status-FedRAMP-In-Process filter-impact-level-High filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-No filter-assessor-First-Information-Technology-Services-Inc- filter-service-model-SaaS filter-business-function-
FR1721059275,OneStream Software,OneStream Software,OneStream Cloud,https://www.fedramp.gov/assets/img/logos/CSP_logos/OneStream%20Logo.png,OneStream Cloud,FedRAMP Authorized,8,7,Not Active,No FRR Date,Not Active,Not Active,Not Active,2017-04-07T20:00:00.000Z,Not Active,2018-06-08T20:00:00.000Z,2018-09-18T20:00:00.000Z,Agency,No FRR Date,Bureau of the Fiscal Service,2018-09-18T20:00:00.000Z,05/11,"First Information Technology Services, Inc.",['SaaS'],Government Community Cloud,Moderate,3,[],"['Bureau of the Fiscal Service', 'Federal Housing Finance Agency', 'First Responder Network Authority', 'General Services Administration', 'Millennium Challenge Corporation', 'Office of the Comptroller of the Currency', 'Pension Benefit Guaranty Corporation', 'United States Coast Guard']",[''],"OneStream XF Cloud is a market-leading corporate performance management (CPM) that unifies and simplifies financial consolidation, planning, reporting, analytics and financial data quality for sophisticated organizations.

OneStream's unified platform enables organizations to modernize Finance, replace multiple legacy applications, and reduce the total cost of ownership of financial systems. OneStream unleashes Finance teams to spend less time on data integration and system maintenance - and more time focusing on driving business performance.

Powered by Microsoft Azure, OneStream XF Cloud provides a secure platform for your most sacred financial data. OneStream's robust cloud service is FedRAMP Moderate Authorized and complies with the most stringent industry regulations. Our flexible security model provides complete control over any intersection of data or user access, with unparalleled audit capabilities.",,compliance@onestreamsoftware.com,https://www.onestream.com/,,No,[''],[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-No filter-assessor-First-Information-Technology-Services-Inc- filter-service-model-SaaS filter-business-function-
FR2100059668,OnSolve LLC,OnSolve LLC,OnSolve Platform for Critical Event Management,https://www.fedramp.gov/assets/img/logos/CSP_logos/OnSolve%20Logo.png,OnSolve Platform for Critical Event Management,FedRAMP Authorized,1,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2020-11-16T20:00:00.000Z,Not Active,2022-01-18T20:00:00.000Z,2023-05-12T20:00:00.000Z,Agency,No FRR Date,,2023-05-12T20:00:00.000Z,01/18,"Coalfire Systems, Inc.",['SaaS'],Public Cloud,Moderate,3,[],['Tennessee Valley Authority'],[''],"The OnSolve Platform for Critical Event Management is a comprehensive software designed to help agencies in effectively managing and responding to critical events. It offers a suite of capabilities that enable timely communication, real-time monitoring and streamlined coordination to enhance overall situational awareness and response efficiency. With OnSolve, you can analyze historical physical threats and trends, leverage real-time AI-powered risk intelligence, communicate with personnel quickly and activate response teams. The Platform strengthens your agency’s ability to identify adverse events, analyze risks and respond throughout the entire resiliency lifecycle.
You have the expertise to protect your agency’s mission. With OnSolve you can protect your people and operations with the OnSolve Platform to:
-        Gain actionable intelligence gathered by filtering through massive amounts of event data to identify a crisis and know how it will impact your mission, operations and assets.
-        Enable teams with AI-powered technology to manage critical events and reduce risk faster and more reliably than ever before.
-        Achieve proactive efficiency through automation to allow response teams to focus on outcomes, rather than manually sorting through vast quantities of data.
-        Analyze historical physical threat data around specific locations to make more informed, risk-based decisions.
",fedramp@onsolve.com ,fedramp@onsolve.com ,https://www.onsolve.com/,U7M7JXRPKGZ8,No,"['Collaboration', 'Communication', 'Cybersecurity & Risk Management', 'Data Management', 'Health & Wellness', 'Human Resources', 'Law Enforcement', 'Operations Management', 'Travel Management']",[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Public-Cloud filter-small-business-No filter-assessor-Coalfire-Systems-Inc- filter-service-model-SaaS filter-business-function-Collaboration filter-business-function-Communication filter-business-function-Cybersecurity-Risk-Management filter-business-function-Data-Management filter-business-function-Health-Wellness filter-business-function-Human-Resources filter-business-function-Law-Enforcement filter-business-function-Operations-Management filter-business-function-Travel-Management
FR2231648178,"Onspring Technologies, LLC","Onspring Technologies, LLC",Onspring GovCloud,https://www.fedramp.gov/assets/img/logos/CSP_logos/OnSpring%20Logo.png,Onspring GovCloud,FedRAMP In Process,0,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2023-01-11T20:00:00.000Z,2023-05-16T20:00:00.000Z,2023-05-16T20:00:00.000Z,Not Active,Agency,No FRR Date,Not In Process,Not Active,,Emagine IT,['SaaS'],Public Cloud,Moderate,3,[],[''],[''],"Onspring GovCloud provides a cloud-based, no-code business process automation platform that enables customers to structure their data, enforce data integrity controls, control access, manage workflow and report on the overall status of key processes and procedures. Organizations leverage the Onspring GovCloud platform and its configured solutions to manage the critical aspects of their governance, risk management, and compliance programs and any indirect business processes related to those functions. 

Onspring GovCloud solutions can be used as configured out of the box. However, Onspring GovCloud's flexible no-code platform provides the ability to make modifications to any core solution as well as develop and deploy custom solutions using a common set of functionalities creating a clear and consistent user experience. ",jonas.henkensiefken@onspring.com,nichole.windholz@onspring.com,https://onspring.com,,Yes,"['Analytics', 'Collaboration', 'Cybersecurity & Risk Management', 'Data Management', 'Legal & Policy', 'Operations Management', 'Storage']",[''],[''], filter-status-FedRAMP-In-Process filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Public-Cloud filter-small-business-Yes filter-assessor-Emagine-IT filter-service-model-SaaS filter-business-function-Analytics filter-business-function-Collaboration filter-business-function-Cybersecurity-Risk-Management filter-business-function-Data-Management filter-business-function-Legal-Policy filter-business-function-Operations-Management filter-business-function-Storage
FR2110251776,"Ontario Systems, LLC d/b/a Finvi","Ontario Systems, LLC d/b/a Finvi",Ontario Cloud Federal (OCF),https://www.fedramp.gov/assets/img/logos/CSP_logos/Finvi%20Logo.png,Ontario Cloud Federal (OCF),FedRAMP Authorized,1,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2022-06-20T20:00:00.000Z,Not Active,2022-06-30T20:00:00.000Z,2023-01-31T20:00:00.000Z,Agency,No FRR Date,Bureau of the Fiscal Service,2023-01-31T20:00:00.000Z,06/30,,['SaaS'],Government Community Cloud,Moderate,3,[],['Bureau of the Fiscal Service'],[''],"The Ontario Cloud Federal (OCF) offers a unique Software-as-a-Service cloud-based solution for healthcare revenue and accounts receivables management including Contact Management and Payment Processing Solution to support debt collection, collections and receivables, payments, reporting and information services, customer service and software system development.",info@finvi.com,servicedesk@ontariosystems.cloud,https://finvi.com/,E9L1E634LNT9,No,"['Analytics', 'Customer Service', 'Cybersecurity & Risk Management', 'Data Management', 'Development Tools', 'Operations Management', 'System Administration']",[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-No filter-assessor- filter-service-model-SaaS filter-business-function-Analytics filter-business-function-Customer-Service filter-business-function-Cybersecurity-Risk-Management filter-business-function-Data-Management filter-business-function-Development-Tools filter-business-function-Operations-Management filter-business-function-System-Administration
FR2203732438,OpenText Inc,OpenText Inc,OpenText Cloud for Government,https://www.fedramp.gov/assets/img/logos/CSP_logos/OpenText%20Logo2.jpg,OpenText Cloud for Government,FedRAMP In Process,0,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2022-10-26T20:00:00.000Z,2023-04-25T20:00:00.000Z,2023-04-25T20:00:00.000Z,Not Active,Agency,No FRR Date,National Institute of Allergy and Infectious Diseases,Not Active,,"Schellman Compliance, LLC","['PaaS', 'SaaS']",Public Cloud,Moderate,3,[],[''],[''],"OpenText Cloud for Government is a secure, scalable, cloud environment designed for the unique requirements of FedRAMP compliance.  US federal agencies and entities requiring FedRAMP certification can use OpenText Cloud for Government to enable their digital transformation and cloud first initiatives as they move Information Management workloads to the cloud.   
 
The following OpenText applications are delivered as a service designed with a FedRAMP moderate level security control framework:
- Extended ECM - Enterprise Content Services that link the digital workplace and applications that power ERP, HCM, BPM and CRM business processes to drive operational excellence and govern unstructured content.
- AppWorks - Low-code development platform for building engaging process automation and dynamic case management applications. Fully integrated with Extended ECM, AppWorks helps re-engineer business processes around customer, employee and partner needs to deliver seamless digital experiences and adapt to changing market expectations while improving efficiency and managing risk.",uspublicsectorsales@opentext.com,fedramp@opentext.com,https://www.opentext.com/solutions/government-cloud-services#services-section,,No,"['Collaboration', 'Content Management System (CMS)', 'Customer Relations Management (CRM)', 'Customer Service', 'Development Tools', 'Finance', 'Human Resources', 'Legal & Policy', 'Marketing & Sales', 'Research']",[''],[''], filter-status-FedRAMP-In-Process filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Public-Cloud filter-small-business-No filter-assessor-Schellman-Compliance-LLC filter-service-model-PaaS filter-service-model-SaaS filter-business-function-Collaboration filter-business-function-Content-Management-System-CMS- filter-business-function-Customer-Relations-Management-CRM- filter-business-function-Customer-Service filter-business-function-Development-Tools filter-business-function-Finance filter-business-function-Human-Resources filter-business-function-Legal-Policy filter-business-function-Marketing-Sales filter-business-function-Research
FR2113346550,OpenWater Software,OpenWater Software,OpenWater Awards,https://www.fedramp.gov/assets/img/logos/CSP_logos/OpenWater%20Logo.png,OpenWater Awards,FedRAMP Authorized,2,1,Not Active,No FRR Date,Not Active,Not Active,Not Active,2021-09-16T20:00:00.000Z,Not Active,2021-11-30T20:00:00.000Z,2021-12-09T20:00:00.000Z,Agency,No FRR Date,United States Patent and Trademark Office,2021-12-09T20:00:00.000Z,11/30,"A-LIGN Compliance and Security, Inc. dba A-LIGN",['SaaS'],Public Cloud,LI-SaaS,1,[],"['National Science Foundation', 'United States Patent and Trademark Office']",[''],"OpenWater is a Software as a Service platform used to collect applications of all types. Typical uses include awards nominations, fellowship applications, scholarships, prizes. Applications can consist of dozens to hundreds of fields, and there is a built in form builder. Applications can have complex logic around required fields, large file uploads, and streaming video based applications.

Once data is collected in OpenWater, customizable judging / scoring rubrics can be configured. Reviewers will be able to access the portal and only see submissions assigned to them. The platform supports simple review modes all the way up to auto-assignment of 1000s of applications across 100s of reviewers.",,help@getopenwater.com,https://www.getopenwater.com/,,Yes,[''],[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-LI-SaaS filter-auth-type-Agency filter-deployment-model-Public-Cloud filter-small-business-Yes filter-assessor-A-LIGN-Compliance-and-Security-Inc-dba-A-LIGN filter-service-model-SaaS filter-business-function-
F1508277234,Oracle,Oracle,Government Cloud - Common Controls,https://www.fedramp.gov/assets/img/logos/CSP_logos/Oracle%20Logo.png,Government Cloud - Common Controls,FedRAMP Authorized,6,31,Not Active,No FRR Date,Not Active,2017-01-19T20:00:00.000Z,Not Active,Not Agency Partnered,Not Active,Not In Process,2018-03-14T20:00:00.000Z,JAB,No FRR Date,Not In Process,2018-03-14T20:00:00.000Z,03/14,"Coalfire Systems, Inc.",['IaaS'],Government Community Cloud,High,4,"[{'id': 'FR1712871948', 'csp': 'Oracle', 'cso': 'Aconex for Defense', 'status': 'FedRAMP Authorized', 'impact_level': 'Moderate', 'impact_level_number': '3'}, {'id': 'F1206061351', 'csp': 'Oracle', 'cso': 'Oracle Service Cloud', 'status': 'FedRAMP Authorized', 'impact_level': 'Moderate', 'impact_level_number': '3'}, {'id': 'F1607077914', 'csp': 'Oracle', 'cso': 'Oracle Enterprise Performance Management (EPM)', 'status': 'FedRAMP Authorized', 'impact_level': 'Low', 'impact_level_number': '2'}, {'id': 'F1603257882', 'csp': 'Oracle', 'cso': 'Fusion Cloud', 'status': 'FedRAMP Authorized', 'impact_level': 'Moderate', 'impact_level_number': '3'}, {'id': 'F1603227880', 'csp': 'Oracle', 'cso': 'Taleo Cloud - U.S. Government Cloud', 'status': 'FedRAMP Authorized', 'impact_level': 'Moderate', 'impact_level_number': '3'}]","['Department of Agriculture', 'Department of Education', 'Federal Student Aid', 'JAB Authorization', 'Nuclear Regulatory Commission', 'Savannah River National Lab']","['22-001', '22-002-02', '22-007', '22-007-05', '22-011-05', '22-016-01', '22-016-07', '22-016-16', '22-016-27', '22-017-10', '22-022', '22-022-01', '22-023', '22-027-01', '22-030', '22-032', '22-039', '22-059', '22-067']","The OGC-CC is a collection of common Oracle cloud information resources within the public sector cloud (Oracle Public Cloud) that support the Oracle applications, platforms, and services provided to U.S. Government/public sector customers (SaaS, PaaS, and IaaS). These include current service offerings (SaaS) such as Oracle Service Cloud, planned services offerings such as Fusion, PBCS, and Taleo, and any other service Oracle may implement in the future (SaaS, PaaS, and IaaS). The environment serves as a community cloud that supports current and future Oracle Cloud FedRAMP-compliant systems. The authorization boundary of the system includes the common hardware, software, information, data, applications, communications, facilities, and people that provide support for a variety of users and applications and will be leveraged by future Oracle Cloud authorization packages. The OGC-CC boundary starts at the premise router and ends with the physical cable that connects to each Oracle Cloud Service's firewall. The dependent system boundaries start at each service's firewall, and each service is responsible for all assets (hardware/software), policies, procedures, and any other item thereafter.",,fedrampinfo_us@oracle.com,https://www.oracle.com/,,No,[''],[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-High filter-auth-type-JAB filter-deployment-model-Government-Community-Cloud filter-small-business-No filter-assessor-Coalfire-Systems-Inc- filter-service-model-IaaS filter-business-function-
F1209041518,Oracle,Oracle,Federal Managed Cloud Services,https://www.fedramp.gov/assets/img/logos/CSP_logos/Oracle%20Logo.png,Federal Managed Cloud Services,FedRAMP Authorized,12,11,Not Active,No FRR Date,Not Active,2013-04-04T20:00:00.000Z,Not Active,Not Agency Partnered,Not Active,Not In Process,2014-02-26T20:00:00.000Z,JAB,No FRR Date,Not In Process,2014-02-26T20:00:00.000Z,02/26,"Coalfire Systems, Inc.",['IaaS'],Hybrid Cloud,Moderate,3,[],"['Bureau of Engraving and Printing', 'Bureau of the Fiscal Service', 'Defense Information Systems Agency', 'Department of Health and Human Services', 'Department of Housing and Urban Development', 'FHFA Office of the Inspector General', 'Federal Housing Finance Agency', 'JAB Authorization', 'National Endowment for the Humanities', 'U.S. International Development Finance Corporation', 'United States Government Publishing Office']",[''],"Oracle Federal Managed Cloud Services provides hosting, applications management, infrastructure support, and operation and maintenance (O&M) services to U.S. federal government agencies. Primary services include hardware and facilities setup/configuration, application management, testing, monitoring, patching, incident management, problem resolution, technical and functional service desk, point upgrades, security, and disaster recovery.

The FMCS Infrastructure information system resides in a physically and logically isolated Federal Government Zone within the general security perimeter of Oracle's U.S. Data Centers. The environment has been architected following FISMA and NIST guidance to help Federal customers achieve and maintain Authority To Operate (accreditation) for their relevant information systems or data hosted at Oracle.",,fmcs_fedramp_us_grp@oracle.com,http://www.oracle.com/,,No,[''],[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-JAB filter-deployment-model-Hybrid-Cloud filter-small-business-No filter-assessor-Coalfire-Systems-Inc- filter-service-model-IaaS filter-business-function-
F1206061351,Oracle,Oracle,Oracle Service Cloud,https://www.fedramp.gov/assets/img/logos/CSP_logos/Oracle%20Logo.png,Oracle Service Cloud,FedRAMP Authorized,9,9,Not Active,No FRR Date,Not Active,2013-09-13T20:00:00.000Z,Not Active,Not Agency Partnered,Not Active,Not In Process,2014-12-05T20:00:00.000Z,JAB,No FRR Date,Not In Process,2014-12-05T20:00:00.000Z,12/05,"Coalfire Systems, Inc.","['IaaS', 'PaaS', 'SaaS']",Government Community Cloud,Moderate,3,"[{'id': 'FR1730842236', 'csp': 'T-Metrics, Inc.', 'cso': 'T-Metrics Cloud Contact Center (TCCC)', 'status': 'FedRAMP Authorized', 'impact_level': 'Moderate', 'impact_level_number': '3'}]","['Customs and Border Protection', 'Defense Human Resource Activity', 'Defense Information Systems Agency', 'Department of Education', 'Internal Revenue Service', 'JAB Authorization', 'National Aeronautics and Space Administration', 'Pension Benefit Guaranty Corporation', 'United States Air Force']",['22-038'],"The Oracle Service Cloud is Oracle's premier Software as a Service (SaaS) solution providing the industry's best in class customer service platform for enterprise customers. Oracle Service Cloud is deployed onto a robust, secure infrastructure hosting Oracle's patented CX software applications in an environment accredited to FedRAMP-Moderate specifications. The Oracle Service Cloud leverages a fault-tolerant core application framework offering flexible add-on modules providing customers with a customizable, out-of-the-box feature set to support both customer-facing and customer service agent-facing functions. The Oracle Service Cloud is offered as a hosted cloud solution (i.e., operated and maintained by Oracle within its secure hosting environment at co-location facilities in the United States) providing customers with a modern, efficient and secure cloud solution via a proven Software as a Service (SaaS) delivery model.",,saas_fedramp_us_grp@oracle.com,https://www.oracle.com/cx/service/b2c/,,No,"['Customer Relations Management (CRM)', 'Customer Service']",[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-JAB filter-deployment-model-Government-Community-Cloud filter-small-business-No filter-assessor-Coalfire-Systems-Inc- filter-service-model-IaaS filter-service-model-PaaS filter-service-model-SaaS filter-business-function-Customer-Relations-Management-CRM- filter-business-function-Customer-Service
F1603227880,Oracle,Oracle,Taleo Cloud - U.S. Government Cloud,https://www.fedramp.gov/assets/img/logos/CSP_logos/Oracle%20Logo.png,Taleo Cloud - U.S. Government Cloud,FedRAMP Authorized,2,1,Not Active,2016-08-30T20:00:00.000Z,Not Active,Not Active,Not Active,2017-02-17T20:00:00.000Z,Not Active,2017-06-13T20:00:00.000Z,2017-08-21T20:00:00.000Z,Agency,2016-08-30T20:00:00.000Z,Federal Bureau of Prisons,2017-08-21T20:00:00.000Z,06/26,"Coalfire Systems, Inc.",['SaaS'],Government Community Cloud,Moderate,3,[],"['Federal Reserve System', 'Federal Student Aid']",[''],"Oracle Taleo Cloud services are Oracle’s Software as a Service (SaaS) solution, providing a comprehensive talent management and learning service. Taleo Enterprise Edition offers a comprehensive talent management suite that spans the entire employee lifecycle and helps companies hire, manage, reward, and develop their employees with a full talent management solution for recruiting and on boarding, performance management, employee development and succession planning. Since Taleo Enterprise Edition is built on a single unified platform and delivered on demand, you can implement a single module or the full solution based on your needs. Oracle’s Taleo Learn Cloud offers an employee development and training software solution that supports the learning challenges of large complex enterprises. Taleo Learn links human resources management to learning with Talent Intelligence. The Taleo Learn Cloud Service is a solution for delivering, tracking, managing, and reporting on formal and informal learning. Users have access to learning through a single platform for online, classroom, virtual, and on-the-job training, as well as assessments, blended learning, social learning, and self-reported training. Organizations can design a tailored user experience with complete control of the user interface.",,saas_fedramp_us_grp@oracle.com,https://www.oracle.com/applications/,,No,"['Analytics', 'Education & Training', 'Human Resources']",[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-No filter-assessor-Coalfire-Systems-Inc- filter-service-model-SaaS filter-business-function-Analytics filter-business-function-Education-Training filter-business-function-Human-Resources
F1603257882,Oracle,Oracle,Fusion Cloud,https://www.fedramp.gov/assets/img/logos/CSP_logos/Oracle%20Logo.png,Fusion Cloud,FedRAMP Authorized,6,5,Not Active,No FRR Date,Not Active,Not Active,Not Active,2018-12-14T20:00:00.000Z,Not Active,2019-10-08T20:00:00.000Z,2020-01-13T20:00:00.000Z,Agency,No FRR Date,Southwestern Power Administration,2020-01-13T20:00:00.000Z,10/16,"Coalfire Systems, Inc.",['SaaS'],Government Community Cloud,Moderate,3,[],"['Defense Information Systems Agency', 'Department of Energy', 'Federal Reserve System', 'Nuclear Regulatory Commission', 'Southwestern Power Administration']",[''],"Oracle Fusion Cloud is Oracle's Software as a Service (SaaS) suite of enterprise business applications comprised of Enterprise Resource Planning (ERP), Human Capital Management (HCM), Supply Chain Management (SCM), and CX Sales and Service (CRM). Customers can subscribe to some or all of the Fusion Applications which include: federal financials, procurement, project management, and risk management & compliance; human resources (HR), talent management, learning, recruiting, workforce management, time & labor, and payroll; supply chain planning, inventory management, manufacturing, maintenance, order management and product lifecycle management; CX sales, and CX B2B service. Oracle Fusion Cloud is a true SaaS offering, operated and maintained by Oracle within its secure Government Cloud facilities in the United States. Oracle Government Cloud is a community-cloud limited to federal, state and local agencies as well as select universities and federal contractors with a demonstrated need for FedRAMP authorization.

Other cloud services can be leveraged to complement Oracle Fusion Applications including Oracle Cloud EPM (Oracle Enterprise Performance Management (EPM) - Moderate), Oracle Intelligent Advisor (Oracle Service Cloud), Oracle Digital Assistant, Oracle Integration Cloud and other PaaS (platform) services (Oracle Cloud Infrastructure-Government Cloud).",,saas_fedramp_us_grp@oracle.com,https://www.oracle.com/applications/,,No,"['Accounting', 'Analytics', 'Customer Relations Management (CRM)', 'Customer Service', 'Cybersecurity & Risk Management', 'Finance', 'Health & Wellness', 'Human Resources', 'Marketing & Sales']",[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-No filter-assessor-Coalfire-Systems-Inc- filter-service-model-SaaS filter-business-function-Accounting filter-business-function-Analytics filter-business-function-Customer-Relations-Management-CRM- filter-business-function-Customer-Service filter-business-function-Cybersecurity-Risk-Management filter-business-function-Finance filter-business-function-Health-Wellness filter-business-function-Human-Resources filter-business-function-Marketing-Sales
